county	state	male	female	white	black	asian	hispanic	total_population	young	mid_age	senior
Stanton County	Nebraska	0.5014718	0.4985282	0.9723741	0.008647957	0.007002468	0.049968004	109390	0.6446019	0.17399214	0.18140598
Graham County	Kansas	0.49163806	0.50836194	0.9158662	0.03910806	0.007761578	0.02787307	46640	0.60763294	0.14421098	0.24815609
Goshen County	Wyoming	0.52316374	0.47683626	0.9653369	0.009156602	0.009940276	0.10238896	242448	0.61718386	0.17380634	0.20900977
Holt County	Nebraska	0.49550647	0.50449353	0.98150223	0.0024791886	0.005791898	0.03604441	187158	0.6296765	0.14856966	0.2217538
Allen Parish	Louisiana	0.5652614	0.43473858	0.7219174	0.23039041	0.024631523	0.016123867	462172	0.62445366	0.21654277	0.15900357
Elliott County	Kentucky	0.5622645	0.43773547	0.95509046	0.034953516	0.001976879	0.009268411	139614	0.6059493	0.20702794	0.18702279
Thurston County	Washington	0.48850065	0.51149935	0.8370846	0.03107237	0.0165293	0.077558786	4691306	0.62428373	0.20040219	0.17531408
Kane County	Utah	0.49898696	0.50101304	0.96264905	0.0036500301	0.016069412	0.04178975	129314	0.6295142	0.1530306	0.2174552
Chowan County	North Carolina	0.47484156	0.5251584	0.63196236	0.34196204	0.004252448	0.03287499	263848	0.6183484	0.16164988	0.22000167
Newberry County	South Carolina	0.4878844	0.5121156	0.6561717	0.31530923	0.0075606224	0.07200593	677722	0.62756115	0.18145493	0.1909839
Campbell County	South Dakota	0.51124746	0.48875254	0.980022	0.0023596035	0.005899009	0.014393582	25428	0.60044044	0.13496932	0.2645902
Bosque County	Texas	0.4949048	0.5050952	0.9550528	0.018875	0.007885582	0.1660459	325404	0.62214357	0.15483522	0.22302122
Nicollet County	Minnesota	0.50149345	0.49850652	0.94388044	0.024215087	0.0041474095	0.03995708	594588	0.63356644	0.20442559	0.16200797
Marion County	Alabama	0.49687716	0.5031228	0.943461	0.03907449	0.003529356	0.022652777	548542	0.6176063	0.18070084	0.20169285
Chittenden County	Vermont	0.48868185	0.51131815	0.92074853	0.023067694	0.002738113	0.020403696	2860364	0.6212601	0.21664691	0.16209301
Edgecombe County	North Carolina	0.463405	0.536595	0.40102735	0.5788806	0.006116361	0.039464854	998306	0.63148475	0.18029042	0.18822485
Santa Rosa County	Florida	0.50955135	0.49044865	0.87909716	0.061455633	0.008878711	0.0480282	2861902	0.62706655	0.20110227	0.17183118
McIntosh County	North Dakota	0.48813546	0.51186454	0.9761503	0.0027750966	0.0052284426	0.017213643	49728	0.60004425	0.12868002	0.27127573
Jefferson County	Texas	0.51137155	0.48862845	0.5945954	0.3435552	0.00950738	0.18166384	4550570	0.6334292	0.20547052	0.16110025
Lemhi County	Idaho	0.50943345	0.49056658	0.96398145	0.0031610131	0.0095255645	0.026989099	141094	0.60407954	0.13858846	0.257332
Caddo Parish	Louisiana	0.47504872	0.5249513	0.4885922	0.48051053	0.0047027	0.025839722	4576520	0.6351846	0.19535215	0.16946326
Vermilion Parish	Louisiana	0.48589444	0.51410556	0.81599253	0.14457904	0.004063054	0.028401745	1059794	0.64391476	0.19162026	0.16446498
Carson City	Nevada	0.51389194	0.48610806	0.8998643	0.021191295	0.026723696	0.22290464	984744	0.6157387	0.18595797	0.19830331
Berrien County	Michigan	0.48844478	0.5115552	0.79844403	0.154456	0.006108599	0.048299853	2805226	0.6272607	0.17947467	0.19326465
Kidder County	North Dakota	0.51361746	0.48638257	0.9756488	0.003936467	0.007598297	0.03327688	43694	0.616492	0.15349934	0.23000869
O'Brien County	Iowa	0.49974546	0.5002546	0.9744351	0.008036029	0.0021617387	0.040814567	255350	0.6278637	0.16086549	0.21127081
Socorro County	New Mexico	0.5105594	0.48944062	0.8239662	0.01217999	0.1287192	0.4903269	315928	0.63769275	0.18179776	0.18050948
Richland County	Ohio	0.50675094	0.49324906	0.87716824	0.09444785	0.0021110212	0.015762111	2211252	0.6224682	0.18525161	0.1922802
Greenwood County	Kansas	0.49640745	0.50359255	0.9584708	0.0041769804	0.013029428	0.035564493	116352	0.6174625	0.15025955	0.23227791
Lassen County	California	0.63867414	0.3613259	0.8186774	0.086639725	0.041648947	0.18055244	597278	0.5997559	0.24690513	0.15333898
San Benito County	California	0.50093657	0.49906343	0.88755447	0.012674973	0.030883541	0.5758274	1025012	0.6534753	0.19994205	0.14658268
Cass County	Indiana	0.50050664	0.4994934	0.9421909	0.018589415	0.0105123175	0.13451563	694804	0.63669324	0.1840188	0.17928797
Matagorda County	Texas	0.4992827	0.5007173	0.8357324	0.11641435	0.011858138	0.39724156	660812	0.64214027	0.17784181	0.18001792
Seminole County	Oklahoma	0.4897256	0.5102744	0.68808043	0.04514717	0.18998943	0.04145589	457836	0.64202905	0.17517845	0.18279253
Jackson County	Texas	0.4943505	0.5056495	0.9011006	0.07168915	0.0065403334	0.30542123	259314	0.6403626	0.17489222	0.18474513
Morgan County	Colorado	0.49591267	0.5040873	0.929116	0.03214853	0.015076009	0.34642202	508888	0.6492155	0.18472826	0.16605619
Will County	Illinois	0.4967396	0.50326043	0.8114758	0.11605757	0.004114691	0.16149665	12282818	0.6518229	0.20432143	0.14385568
Westmoreland County	Pennsylvania	0.4875715	0.51242846	0.95322174	0.024324859	0.0011673918	0.009893047	6513666	0.6081961	0.17336704	0.2184369
Meeker County	Minnesota	0.5087749	0.49122512	0.98116076	0.0052395174	0.0024016453	0.034040086	417214	0.63538855	0.16797614	0.1966353
Hempstead County	Arkansas	0.48264834	0.5173517	0.67077035	0.29873762	0.0063069863	0.12322957	402728	0.6431239	0.17883782	0.17803828
Tioga County	Pennsylvania	0.49303812	0.5069619	0.974588	0.008033051	0.0023694993	0.011778815	757122	0.61907196	0.1768962	0.20403184
Concordia Parish	Louisiana	0.5048367	0.49516335	0.5797656	0.405424	0.00363223	0.011703251	369470	0.6351747	0.18873522	0.17609008
Saluda County	South Carolina	0.50276536	0.4972346	0.6978299	0.26370472	0.013799116	0.14659825	360168	0.6244114	0.18581606	0.18977255
Martin County	Florida	0.4944232	0.5055768	0.9076722	0.05608792	0.009983036	0.12619044	2711600	0.5953459	0.14990707	0.254747
District of Columbia	District of Columbia	0.47367394	0.52632606	0.4301078	0.49924695	0.005714517	0.09974716	11448386	0.6032525	0.25707877	0.13966878
Linn County	Missouri	0.48375046	0.51624954	0.9751766	0.0075244145	0.0029528434	0.017556967	224868	0.6320019	0.16188608	0.20611203
Bates County	Missouri	0.49342507	0.5065749	0.9667339	0.009839176	0.006959741	0.018557098	301448	0.633081	0.17027149	0.19664751
Pembina County	North Dakota	0.5125527	0.48744735	0.9573256	0.004350157	0.020464119	0.029669909	130570	0.61561614	0.15439229	0.22999157
Mississippi County	Missouri	0.53642607	0.46357393	0.7413491	0.2435001	0.0027454477	0.01784932	255696	0.62105	0.20289719	0.17605281
Pontotoc County	Mississippi	0.4934432	0.5065568	0.83136547	0.1474134	0.005239614	0.061233427	548132	0.645246	0.19424154	0.16051243
Anderson County	Kentucky	0.4886458	0.5113542	0.95893836	0.020535942	0.0019111544	0.014766614	390340	0.634534	0.19660808	0.16885792
Manitowoc County	Wisconsin	0.49815008	0.50184995	0.94851047	0.007058224	0.006628617	0.03387975	1452490	0.6195795	0.17557023	0.20485029
St. Landry Parish	Louisiana	0.47976026	0.5202397	0.5648711	0.4156789	0.0036041713	0.017770918	1504368	0.64804554	0.18229516	0.16965929
Garden County	Nebraska	0.51251954	0.48748043	0.975408	0.0025150906	0.008439526	0.043706685	35784	0.60130227	0.14291303	0.25578472
Duval County	Florida	0.48479503	0.51520497	0.62242395	0.3006766	0.004411712	0.082071744	15942564	0.62834895	0.21501674	0.15663435
Rosebud County	Montana	0.50593036	0.49406964	0.60025537	0.0028756892	0.36221752	0.040844332	167612	0.66043603	0.16789967	0.17166433
Lincoln County	Maine	0.49053693	0.5094631	0.9723484	0.004545911	0.0035731771	0.009497128	616818	0.59966475	0.15620328	0.24413198
Wood County	Texas	0.49415606	0.50584394	0.92279446	0.049470294	0.009185183	0.09027105	767976	0.61109203	0.15092269	0.2379853
Marshall County	Oklahoma	0.49889082	0.5011092	0.8163087	0.018017955	0.104422085	0.15451214	287602	0.6300791	0.16287787	0.20704307
Surry County	Virginia	0.4927163	0.5072837	0.524894	0.44995305	0.0041436017	0.016007898	123564	0.60921466	0.17120682	0.21957852
Tippah County	Mississippi	0.49091914	0.5090809	0.8186139	0.16215931	0.0037428723	0.046527166	398090	0.6383607	0.18948731	0.17215203
Morrow County	Ohio	0.50134164	0.49865833	0.97673386	0.00509007	0.0014783775	0.012777633	629068	0.63630325	0.18119822	0.18249856
Hayes County	Nebraska	0.5243573	0.47564268	0.98837894	0.0031693862	0.0018781547	0.036271863	17038	0.61673903	0.13604884	0.24721211
Warren County	Georgia	0.46545398	0.534546	0.3777177	0.607505	0.0019729314	0.010456536	101372	0.62302214	0.16574596	0.2112319
Kent County	Rhode Island	0.48168063	0.51831937	0.93917775	0.017177852	0.0035179425	0.037255522	2976740	0.6096152	0.19182226	0.19856252
Sullivan County	Missouri	0.5116378	0.48836222	0.9632447	0.014871908	0.008098059	0.1848972	117806	0.6290851	0.17714718	0.19376773
Grant County	Indiana	0.47998327	0.52001673	0.89397603	0.07178979	0.0038930615	0.03867301	1242210	0.6272007	0.18486407	0.18793522
Audrain County	Missouri	0.45820677	0.5417932	0.90628225	0.06654253	0.0045450423	0.027659087	462922	0.63226205	0.18868838	0.1790496
Polk County	Wisconsin	0.50349253	0.4965075	0.9705497	0.0029341143	0.010804952	0.016708715	787972	0.62431407	0.17213556	0.20355038
Charles City County	Virginia	0.4925299	0.5074701	0.4190856	0.47788447	0.07027941	0.015964132	128914	0.5943963	0.17292148	0.23268226
Elbert County	Colorado	0.5010742	0.49892583	0.95614386	0.007849176	0.007577708	0.05870734	427306	0.6302743	0.16808797	0.2016377
Ohio County	West Virginia	0.47864673	0.5213533	0.933613	0.036361143	0.0015260507	0.009631133	787654	0.61347115	0.17745355	0.2090753
Jefferson County	Indiana	0.48177817	0.51822186	0.95725465	0.01913797	0.0026576708	0.024035482	583970	0.62481636	0.19172731	0.18345635
Oakland County	Michigan	0.48577267	0.51422733	0.77221465	0.14139219	0.003121552	0.03649172	21989702	0.6249898	0.19448754	0.18052268
Cameron Parish	Louisiana	0.49777815	0.5022219	0.95197177	0.030597689	0.0060014757	0.03000738	121970	0.62960565	0.18989916	0.1804952
Carroll County	Missouri	0.48868364	0.51131636	0.9648585	0.018179163	0.0028351708	0.013506607	164364	0.62752795	0.16865616	0.20381592
Ray County	Missouri	0.49878588	0.5012141	0.9627895	0.0130481515	0.0056482805	0.02076475	416764	0.6319092	0.17925973	0.18883109
Salem County	New Jersey	0.48728275	0.51271725	0.81971383	0.1457258	0.004980535	0.07457507	1173368	0.6257517	0.18342072	0.1908276
St. Louis County	Missouri	0.47376156	0.52623844	0.7031617	0.2378784	0.0022950605	0.026152378	17996910	0.62714165	0.18782969	0.18502866
Nez Perce County	Idaho	0.49513268	0.5048673	0.90412897	0.004136788	0.058609165	0.03265208	714564	0.62076735	0.18399192	0.19524074
Blount County	Tennessee	0.48446947	0.5155305	0.94355845	0.028891126	0.0041565355	0.029326173	2248026	0.6194074	0.18602099	0.1945716
Horry County	South Carolina	0.48617247	0.5138275	0.82632256	0.13628806	0.005981945	0.06054704	5173234	0.6101984	0.18613212	0.2036695
Fredericksburg city	Virginia	0.4576638	0.54233617	0.68704957	0.23736316	0.0077499463	0.107837975	474842	0.63442785	0.24217318	0.123398945
Craighead County	Arkansas	0.48731944	0.5126806	0.8279728	0.13929904	0.0050188163	0.046088006	1804808	0.64210767	0.21075483	0.14713754
Hardin County	Ohio	0.4962329	0.5037671	0.9688468	0.0088440245	0.0020154037	0.014013518	572590	0.6400828	0.19678654	0.16313069
Marshall County	Indiana	0.49586594	0.50413406	0.9720456	0.006735777	0.003223415	0.08956405	844446	0.64313763	0.17874914	0.17811322
Deaf Smith County	Texas	0.4972174	0.5027826	0.95191485	0.01745343	0.015388176	0.69326043	345720	0.6747136	0.18680435	0.138482
Merrick County	Nebraska	0.49778664	0.50221336	0.9703082	0.003715038	0.0059212865	0.037748203	140510	0.6317771	0.16756102	0.20066187
Polk County	Texas	0.53484136	0.46515864	0.84401524	0.114067644	0.021706857	0.138305	829876	0.61491716	0.17895204	0.2061308
Kauai County	Hawaii	0.50011265	0.49988735	0.33422	0.005072205	0.0048855375	0.10170479	1242852	0.6228111	0.18193719	0.19525173
Camp County	Texas	0.4868637	0.5131363	0.785226	0.17328581	0.010170333	0.2274005	225558	0.64598906	0.17239468	0.18161626
Clinton County	Kentucky	0.49887276	0.50112724	0.97496104	0.0049664006	0.002145572	0.025376564	183634	0.62738925	0.17934588	0.19326486
Baxter County	Arkansas	0.48286965	0.5171303	0.9718423	0.0024918825	0.0065856893	0.018813174	741608	0.5984199	0.14312953	0.25845057
Newton County	Georgia	0.47604486	0.52395517	0.54195863	0.42531437	0.0033526886	0.047864657	1840314	0.6545709	0.20314087	0.14228822
Sebastian County	Arkansas	0.48980236	0.51019764	0.8324909	0.066368915	0.022305852	0.12953538	2282002	0.63732415	0.1974021	0.16527374
Butte County	Idaho	0.5099162	0.4900838	0.9672868	0.0032304232	0.007973829	0.04935596	48910	0.64522594	0.1458393	0.20893478
Logan County	West Virginia	0.49380305	0.506197	0.9673609	0.020189336	0.0011410959	0.008108603	644994	0.6127297	0.18635057	0.2009197
Summit County	Ohio	0.48438218	0.5156178	0.80305254	0.14700475	0.00197585	0.017655427	9746692	0.6238809	0.19066171	0.18545738
Washington County	Florida	0.54467946	0.45532054	0.8076451	0.15136708	0.013371667	0.032529324	444522	0.6147435	0.20105417	0.18420236
Beckham County	Oklahoma	0.53602743	0.46397257	0.8903085	0.042010866	0.03294549	0.13017273	410132	0.63517845	0.21044688	0.15437469
Pend Oreille County	Washington	0.5077588	0.49224123	0.9181266	0.005620188	0.039982893	0.033062447	233800	0.61352867	0.1444953	0.24197605
Pike County	Pennsylvania	0.5005738	0.49942616	0.9049674	0.061572175	0.004142153	0.09629968	1021208	0.61853707	0.1701054	0.21135753
Johnson County	Kansas	0.48877102	0.511229	0.8804352	0.047123387	0.0042807036	0.07256757	10098340	0.6395875	0.20403987	0.15637264
Wyoming County	West Virginia	0.49591017	0.50408983	0.9811197	0.0056491457	0.0016002699	0.0051574963	414930	0.617562	0.17869762	0.20374039
Cavalier County	North Dakota	0.5124794	0.48752058	0.9738499	0.0023540757	0.011968914	0.008962505	70516	0.60971975	0.13781269	0.2524675
Sioux County	Nebraska	0.51113194	0.48886803	0.97381216	0.0010236287	0.01032159	0.042224687	23446	0.6201484	0.14475816	0.2350934
Adams County	Illinois	0.4882764	0.51172364	0.93788457	0.036147136	0.0019857055	0.013243563	1206624	0.6265763	0.18067269	0.19275102
McLean County	North Dakota	0.5101211	0.4898789	0.9100186	0.0018001049	0.06982261	0.01850174	167768	0.61308473	0.15080349	0.23611178
Bath County	Virginia	0.50395215	0.49604785	0.937006	0.04922759	0.001609687	0.021382408	83246	0.5921005	0.16943757	0.23846191
Humphreys County	Tennessee	0.49328658	0.50671345	0.95259726	0.026005803	0.005874622	0.018580765	330234	0.6237244	0.17642036	0.19985525
Van Buren County	Arkansas	0.49756438	0.5024356	0.9645727	0.0049233492	0.008674473	0.02830926	307108	0.61097723	0.15767418	0.23134857
White County	Tennessee	0.4896911	0.51030886	0.96008545	0.01826036	0.0040012235	0.02014204	470856	0.62184405	0.18015912	0.19799684
Mariposa County	California	0.5084691	0.4915309	0.90533215	0.009170214	0.03303883	0.09721171	322348	0.5954031	0.15305509	0.25154182
Fairfield County	Connecticut	0.4866444	0.5133556	0.8042894	0.11978708	0.0046922653	0.17945656	16780808	0.63354474	0.19453187	0.17192337
Pierce County	Washington	0.49546477	0.5045352	0.76756054	0.072175615	0.016743613	0.09716749	14707100	0.6344369	0.2095256	0.1560375
Washington County	New York	0.5179313	0.48206875	0.9493378	0.032316964	0.0026131696	0.0242793	1130428	0.6134632	0.19341435	0.19312243
Polk County	Arkansas	0.49158722	0.5084128	0.94767016	0.0044672457	0.019135246	0.060693674	368012	0.628849	0.16179907	0.20935187
Otsego County	Michigan	0.49354327	0.50645673	0.9657448	0.0043703644	0.007702135	0.014416228	435204	0.6225448	0.17143685	0.20601833
Maury County	Tennessee	0.48271665	0.5172834	0.8462405	0.12267597	0.004238537	0.05122749	1506652	0.6300652	0.19345078	0.17648402
Lincoln County	Idaho	0.5170647	0.4829353	0.9618479	0.004340278	0.013380758	0.29268292	94464	0.6711128	0.18390074	0.14498645
Chambers County	Alabama	0.4790512	0.52094877	0.5871662	0.39178553	0.002410456	0.018451894	613162	0.62068754	0.1828962	0.19641629
Lee County	Florida	0.49007118	0.5099288	0.8746091	0.08862981	0.005058971	0.19118974	11786982	0.605481	0.16518155	0.22933741
Logan County	Illinois	0.5072736	0.4927264	0.8973185	0.07906264	0.0033778285	0.031732347	540584	0.6147389	0.2033967	0.18186443
Otero County	Colorado	0.49216938	0.5078306	0.9182691	0.0114789605	0.033595648	0.40910202	335222	0.63721055	0.1660601	0.19672933
Montgomery County	Illinois	0.52294445	0.47705555	0.95425737	0.032335248	0.0019239135	0.016325139	533288	0.61503166	0.18949424	0.19547412
Breckinridge County	Kentucky	0.50027436	0.49972564	0.9591271	0.020996269	0.004123871	0.0108196195	360826	0.62941974	0.17371254	0.19686775
Hamilton County	Iowa	0.4959843	0.5040157	0.9560834	0.0068046846	0.0035935661	0.053448886	277162	0.628654	0.16995476	0.20139125
Yavapai County	Arizona	0.48925257	0.51074743	0.9404987	0.007595291	0.020350466	0.13870516	3874506	0.6010333	0.14301203	0.25595468
Brookings County	South Dakota	0.51226425	0.48773575	0.93523747	0.012044112	0.010709641	0.022686014	590496	0.63864106	0.23707697	0.12428196
Gregory County	South Dakota	0.51000863	0.48999134	0.89571583	0.0022562111	0.07592413	0.011858226	76234	0.6248393	0.14017367	0.23498702
Allen County	Kansas	0.48879847	0.51120156	0.9388907	0.020643327	0.0084773	0.030990371	236396	0.6332002	0.17006633	0.19673344
Wheeler County	Oregon	0.5010313	0.49896875	0.94002855	0.0012692369	0.016896715	0.04767571	25212	0.5937252	0.12367127	0.28260353
Fayette County	Illinois	0.52966905	0.47033095	0.936454	0.0481723	0.002312592	0.01592672	397822	0.62180823	0.19544671	0.18274504
Grand Forks County	North Dakota	0.51402986	0.48597014	0.8970954	0.028908309	0.026907751	0.034512468	1232656	0.6279935	0.2341302	0.13787626
Lawrence County	Pennsylvania	0.48282766	0.51717234	0.9379146	0.03961522	0.0011052123	0.011503634	1612360	0.61655027	0.172588	0.21086171
Humphreys County	Mississippi	0.47099307	0.52900696	0.23454578	0.7513709	0.0016316016	0.02480525	163030	0.6530455	0.18123046	0.1657241
Missaukee County	Michigan	0.5089137	0.49108627	0.97175837	0.0036694794	0.0072423937	0.023554493	269248	0.62924147	0.1670616	0.20369697
Taylor County	Texas	0.48834062	0.5116594	0.86705476	0.07823667	0.00963516	0.22879684	2407848	0.64182496	0.20630538	0.15186964
Ford County	Illinois	0.48974988	0.51025015	0.975755	0.007993663	0.0028085841	0.025285259	249948	0.6274865	0.16992335	0.20259014
Hinds County	Mississippi	0.4685041	0.5314959	0.27685058	0.70487666	0.0016500371	0.015022949	4414446	0.6453802	0.20506673	0.14955308
Marquette County	Michigan	0.50449246	0.49550754	0.93840307	0.017056981	0.017992945	0.0129730785	1211586	0.6129998	0.19970022	0.18729995
Nevada County	Arkansas	0.4936018	0.5063982	0.6700916	0.30808508	0.0043873475	0.030648394	158638	0.6274663	0.17201427	0.20051943
Casey County	Kentucky	0.48797217	0.5120278	0.9783283	0.0065175416	0.0030879902	0.025798311	286918	0.62588614	0.18233432	0.19177954
