county,state,male,female,white,black,asian,hispanic,total_population,young,mid_age,senior
Fairfax,VA,0.49459258,0.5054074,0.6761684,0.097861536,0.006186711,0.15876278,20040050,0.63205457,0.2131776,0.15476783
Bradley,AR,0.4861377,0.5138623,0.6883738,0.27888313,0.015360952,0.13749926,202852,0.62838423,0.18096444,0.19065131
Hunterdon,NJ,0.49540892,0.5045911,0.9231226,0.026123095,0.001823787,0.05665419,2277678,0.62266046,0.17679013,0.20054942
Orange,VA,0.49017885,0.5098211,0.83205235,0.13037392,0.003690623,0.03879204,617240,0.6219283,0.17770398,0.20036776
St. Helena Parish,LA,0.4900009,0.5099991,0.45274505,0.5316986,0.003912021,0.012337127,196318,0.62932587,0.18217891,0.1884952
Tulsa,OK,0.48775378,0.5122462,0.7405405,0.10881979,0.06617612,0.11508182,11139518,0.6404039,0.2042627,0.15533338
Bath,KY,0.4960816,0.5039184,0.96893305,0.0139269,0.002540655,0.014636789,214118,0.6355981,0.18343157,0.18097031
Skagway Municipality,AK,0.52048725,0.47951272,0.8945736,0.005758583,0.047286823,0.035215948,18060,0.5784607,0.24263565,0.17890365
Madison,MT,0.51891696,0.481083,0.97134876,0.003037032,0.005873505,0.027834682,139610,0.59203494,0.1468806,0.26108444
Mississippi,ME,0.53642607,0.46357393,0.7413491,0.2435001,0.002745448,0.01784932,255696,0.62105,0.20289719,0.17605281
Northampton,NC,0.48449662,0.51550335,0.39689776,0.58483595,0.005703651,0.017445538,382562,0.6098907,0.16223253,0.22787678
Pulaski,AR,0.4799144,0.5200856,0.594862,0.35833272,0.005317933,0.05876164,6989934,0.6307595,0.20705146,0.16218908
Cameron,TX,0.48245567,0.5175443,0.97468776,0.007150123,0.005849052,0.88630235,7453858,0.67728215,0.18918753,0.13353032
Polk,NC,0.4789205,0.52107954,0.93139815,0.04472753,0.005142412,0.055977575,366754,0.600337,0.14598341,0.25367957
Monroe,IL,0.49480155,0.5051985,0.9819334,0.002866969,0.002161867,0.014324865,601332,0.6289088,0.18358411,0.18750706
Cabell,WV,0.48807082,0.51192915,0.9154373,0.050119206,0.002271291,0.012476559,1737338,0.61615646,0.20361668,0.18022688
Sheridan,WY,0.5003023,0.4996977,0.9571246,0.007416921,0.013305393,0.0388534,532566,0.6216788,0.1753623,0.20295888
Hamilton,OH,0.4808606,0.5191394,0.69173175,0.26086748,0.002477799,0.027567636,14474944,0.63142276,0.19961542,0.16896182
Bullitt,KY,0.49534768,0.5046523,0.9698359,0.008718116,0.003545465,0.01577266,1374150,0.63196665,0.20129171,0.16674162
Stone,ME,0.49122986,0.50877017,0.97295976,0.002722313,0.006243032,0.01870799,568634,0.59979004,0.14236926,0.25784072
Marion,SC,0.4586394,0.5413606,0.41183385,0.564035,0.006118482,0.025591368,583478,0.63175476,0.17755082,0.19069442
Tucker,WV,0.5030697,0.49693027,0.9852463,0.002649322,0.00268105,0.006678829,126070,0.60236377,0.16969937,0.22793686
Catoosa,GA,0.48538637,0.5146136,0.94178313,0.024242653,0.003842722,0.02535205,1170004,0.6329081,0.19551642,0.17157549
Allen Parish,LA,0.5652614,0.43473858,0.7219174,0.23039041,0.024631523,0.016123867,462172,0.62445366,0.21654277,0.15900357
James City,VA,0.4828749,0.51712507,0.81179386,0.13434926,0.003358017,0.050043184,1259672,0.61450046,0.16825491,0.21724465
Trousdale,TN,0.49461037,0.50538963,0.88013697,0.09290085,0.005880867,0.027158657,142496,0.6304528,0.18891056,0.18063664
Bates,ME,0.49342507,0.5065749,0.9667339,0.009839176,0.006959741,0.018557098,301448,0.633081,0.17027149,0.19664751
Waupaca,WI,0.5043297,0.49567032,0.9770682,0.003708714,0.005868757,0.02716244,938870,0.61962575,0.17274383,0.20763046
Shawnee,KS,0.48380038,0.5161996,0.8457213,0.08765078,0.014241913,0.11360715,3211928,0.6348231,0.18552127,0.17965564
Franklin,GA,0.49174064,0.50825936,0.88313884,0.08974333,0.003087845,0.04155286,398336,0.62539417,0.18204732,0.19255854
Russell,AL,0.4845093,0.5154907,0.536028,0.4279834,0.005259506,0.045460816,1014544,0.63773084,0.20539573,0.15687343
Montgomery,KY,0.4883158,0.51168424,0.9535057,0.028950538,0.002449882,0.025275715,486554,0.6323985,0.20016688,0.16743465
Frio,TX,0.5853895,0.41461048,0.92222154,0.03765985,0.008167048,0.7817446,323740,0.63864523,0.22811824,0.13323654
Saline,ME,0.49633244,0.5036676,0.8997466,0.05405199,0.007387646,0.089778036,419078,0.634092,0.1857387,0.18016933
Putnam,ME,0.50186324,0.49813673,0.98145765,0.001874563,0.001829392,0.011202204,88554,0.6230887,0.15562256,0.22128871
Stillwater,MT,0.5125491,0.4874509,0.9665517,0.002787356,0.009046893,0.028930834,166466,0.6219468,0.15378515,0.22426802
Pratt,KS,0.49556467,0.5044353,0.95421416,0.012985078,0.008905035,0.062747836,174508,0.63548946,0.16727027,0.19724025
Powell,MT,0.6141069,0.3858931,0.9235253,0.01110014,0.046216078,0.01949293,125584,0.5923366,0.19747739,0.210186
Louisa,IA,0.5114684,0.48853162,0.95308477,0.008077989,0.003950549,0.15908332,203516,0.63491815,0.18111107,0.1839708
St. Clair,ME,0.5044179,0.49558207,0.9670654,0.006114437,0.007897815,0.019744538,172706,0.60828805,0.15006427,0.24164766
Caddo Parish,LA,0.47504872,0.5249513,0.4885922,0.48051053,0.0047027,0.025839722,4576520,0.6351846,0.19535215,0.16946326
Vermilion Parish,LA,0.48589444,0.51410556,0.81599253,0.14457904,0.004063054,0.028401745,1059794,0.64391476,0.19162026,0.16446498
Carson City,NV,0.51389194,0.48610806,0.8998643,0.021191295,0.026723696,0.22290464,984744,0.6157387,0.18595797,0.19830331
Niobrara,WY,0.45999554,0.54000443,0.96166706,0.004724761,0.010875864,0.025451304,44870,0.60102516,0.18045464,0.21852016
Ottawa,KS,0.51688945,0.48311052,0.97010094,0.009212438,0.005442877,0.024511335,108766,0.6338838,0.16432525,0.201791
St. Francis,AR,0.54655087,0.45344913,0.44825888,0.5269401,0.00672796,0.04416157,495544,0.627357,0.20754766,0.16509533
Kidder,ND,0.51361746,0.48638257,0.9756488,0.003936467,0.007598297,0.03327688,43694,0.616492,0.15349934,0.23000869
Jenkins,GA,0.5081932,0.49180683,0.55597496,0.42210433,0.00437394,0.04710593,156838,0.63490355,0.1887999,0.17629656
Graves,KY,0.48984233,0.51015764,0.92815506,0.04514385,0.003670692,0.05839466,671808,0.63360065,0.18169923,0.18470009
Hinds,ME,0.4685041,0.5314959,0.27685058,0.70487666,0.001650037,0.015022949,4414446,0.6453802,0.20506673,0.14955308
Natrona,WY,0.50451255,0.49548745,0.9449741,0.012805102,0.013249145,0.07699748,1414280,0.6319456,0.20162274,0.16643168
Oglethorpe,GA,0.49448618,0.5055138,0.79774195,0.17285359,0.003107851,0.038848143,266422,0.6252787,0.18846416,0.18625714
Muskogee,OK,0.48834687,0.5116531,0.61306727,0.11267977,0.18535928,0.05518049,1267042,0.63679576,0.1886378,0.17456643
Cumberland,TN,0.48787183,0.5121282,0.97512937,0.004881206,0.00408614,0.025776502,1028844,0.6023304,0.15172271,0.24594691
Tulare,CA,0.5004706,0.49952945,0.8854473,0.021609044,0.027615942,0.62053794,8107346,0.6757368,0.19882599,0.12543723
Gentry,ME,0.48153573,0.51846427,0.98068,0.004278709,0.002567225,0.008475134,121532,0.63482046,0.16621959,0.19895995
Santa Cruz,AZ,0.47708136,0.52291864,0.96691763,0.006964329,0.011848588,0.83075947,845164,0.66265243,0.17033263,0.16701493
Fleming,KY,0.49134788,0.5086521,0.97304994,0.014288455,0.001151057,0.011280359,260630,0.63316965,0.18540843,0.18142194
Cattaraugus,NY,0.4953819,0.5046181,0.92845285,0.013969308,0.032206237,0.018371519,1426556,0.6300068,0.17758363,0.19240955
Pulaski,GA,0.43156883,0.5684312,0.65769666,0.3172679,0.004015567,0.036996506,210182,0.6125263,0.19256169,0.19491203
Kanabec,ME,0.5068909,0.49310908,0.9697657,0.004303366,0.006724875,0.01468126,289076,0.6249983,0.17039464,0.2046071
Concordia Parish,LA,0.5048367,0.49516335,0.5797656,0.405424,0.00363223,0.011703251,369470,0.6351747,0.18873522,0.17609008
Union,KY,0.5177478,0.48225218,0.8480545,0.12895867,0.002361961,0.018005356,271808,0.63296884,0.1948802,0.17215092
Page,VA,0.49302608,0.5069739,0.96268797,0.02029831,0.002149397,0.0172417,429888,0.6144252,0.18098202,0.20459282
Rich,UT,0.51189893,0.48810104,0.9787867,9.27E-04,0.007314932,0.048083488,41012,0.6644153,0.159368,0.17621672
Whitfield,GA,0.49765095,0.502349,0.91294116,0.04111958,0.013517498,0.3276858,1858628,0.6521364,0.20253004,0.14533354
Amador,CA,0.5379175,0.46208248,0.90752643,0.023484785,0.021870578,0.12798911,672776,0.5897788,0.16451241,0.24570882
District of Columbia,DC,0.47367394,0.52632606,0.4301078,0.49924695,0.005714517,0.09974716,11448386,0.6032525,0.25707877,0.13966878
Shelby,TN,0.47691336,0.5230866,0.42584518,0.53166074,0.003626066,0.058103703,16803886,0.64335895,0.2066309,0.15001018
Ray,ME,0.49878588,0.5012141,0.9627895,0.013048152,0.005648281,0.02076475,416764,0.6319092,0.17925973,0.18883109
Dane,WI,0.49540925,0.50459075,0.8644577,0.053542234,0.004657396,0.060993582,9091776,0.6231734,0.22797328,0.14885332
New London,CT,0.5000943,0.49990574,0.8444351,0.06569684,0.010986872,0.09269102,4911134,0.618336,0.19737722,0.18428676
Kent,DE,0.48170668,0.5182933,0.68662655,0.25033537,0.007154312,0.06274342,3020556,0.63629806,0.19701207,0.16668984
Greene,GA,0.48654523,0.51345474,0.6068306,0.3709617,0.004660956,0.059713393,293502,0.6083161,0.15455431,0.23712955
Sharp,AR,0.49511096,0.5048891,0.961737,0.006607358,0.009894827,0.019102333,308444,0.6159724,0.15116845,0.23285912
Adams,WI,0.53677505,0.46322492,0.9411307,0.031323817,0.011351167,0.037950736,370006,0.5865256,0.15684341,0.256631
St. Landry Parish,LA,0.47976026,0.5202397,0.5648711,0.4156789,0.003604171,0.017770918,1504368,0.64804554,0.18229516,0.16965929
Vernon,WI,0.49947336,0.50052667,0.9802566,0.003896381,0.002235448,0.01439967,543068,0.641927,0.15816067,0.19991235
Madison,KY,0.48522988,0.51477015,0.92151964,0.045184158,0.003515923,0.022071177,1541558,0.63277674,0.21941179,0.1478115
Polk,ME,0.49152923,0.5084708,0.962648,0.008411879,0.006916513,0.021395508,560398,0.6403467,0.1830806,0.17657273
Dallas,ME,0.4970053,0.5029947,0.96758646,0.002720625,0.00933836,0.017747564,299196,0.6313587,0.16599487,0.20264642
Missoula,MT,0.5027627,0.4972373,0.9269314,0.005131868,0.02740085,0.028647203,2007456,0.6160987,0.2235765,0.16032481
Baylor,TX,0.48465794,0.51534206,0.9519937,0.02560537,0.005260135,0.12385502,66158,0.6150881,0.15446356,0.23044832
Midland,ME,0.4917718,0.50822824,0.94518197,0.013200508,0.004858659,0.023170328,1504942,0.6272155,0.18732814,0.18545632
Inyo,CA,0.50308806,0.49691197,0.81881076,0.008331372,0.12708963,0.20415482,331278,0.61471635,0.1625523,0.22273137
Dunklin,ME,0.48037153,0.51962847,0.87513983,0.101333424,0.003542905,0.058702458,568460,0.6400556,0.17704149,0.18290293
Lowndes,GA,0.48961625,0.5103837,0.5923073,0.36518762,0.004651112,0.051210787,2018442,0.6447106,0.22583061,0.12945876
Island,WA,0.4963763,0.5036237,0.86892587,0.025764376,0.009670204,0.06224888,1430580,0.6088551,0.17648506,0.2146598
Wilson,TN,0.48993683,0.5100632,0.8994337,0.06613024,0.004276463,0.03510727,2175162,0.63395923,0.19429679,0.17174399
Wapello,IA,0.49177817,0.50822186,0.9470714,0.021215413,0.00811196,0.09755699,637084,0.6270178,0.18507293,0.18790929
Conway,AR,0.49290577,0.5070942,0.8538468,0.113323696,0.007937968,0.036703903,380450,0.62886846,0.17864108,0.19249047
Carroll,NH,0.4956517,0.50434834,0.9750611,0.003922237,0.003116778,0.012025859,856654,0.5973497,0.15474743,0.24790289
Claiborne,ME,0.4718801,0.5281199,0.13607243,0.8504882,0.001217465,0.010980828,169204,0.64503205,0.19275549,0.16221248
Presque Isle,ME,0.49988562,0.5001144,0.97346145,0.004982333,0.007871747,0.010007033,236034,0.5934145,0.13331553,0.27326995
Suffolk,NY,0.49216336,0.50783664,0.85699314,0.08164534,0.005660171,0.1750451,26944416,0.6281567,0.19535075,0.17649256
Menifee,KY,0.50355494,0.4964451,0.9621217,0.023571027,0.001418465,0.009316335,114208,0.62331885,0.17873529,0.19794585
Tallapoosa,AL,0.48600122,0.51399875,0.71012163,0.26965988,0.003638844,0.02453389,741994,0.62022066,0.17555803,0.20422132
Avery,NC,0.54463655,0.45536348,0.9406793,0.04143721,0.005149039,0.047911186,318506,0.5966575,0.20289728,0.2004452
Madison,IA,0.49905407,0.5009459,0.979948,0.004343421,0.003053857,0.014560734,282266,0.64324075,0.17532752,0.1814317
Osage,ME,0.5194268,0.48057318,0.9870891,0.002772383,0.002506427,0.00689066,248162,0.63488364,0.1844118,0.18070453
Cameron Parish,LA,0.49777815,0.5022219,0.95197177,0.030597689,0.006001476,0.03000738,121970,0.62960565,0.18989916,0.1804952
Warren,IA,0.48915,0.51085,0.9730996,0.006258313,0.002791376,0.022201996,852626,0.6432422,0.18627393,0.17048389
Bosque,TX,0.4949048,0.5050952,0.9550528,0.018875,0.007885582,0.1660459,325404,0.62214357,0.15483522,0.22302122
Mason,WV,0.4819027,0.5180973,0.9766456,0.007292884,0.001700583,0.005334762,489244,0.61697024,0.17909469,0.20393506
Osborne,KS,0.5019192,0.49808082,0.97389317,0.002314747,0.005713616,0.015646517,68258,0.61525387,0.14817311,0.236573
Cheyenne,NE,0.49754968,0.5024503,0.9596889,0.00329657,0.009402967,0.06365255,180794,0.63089484,0.18337445,0.18573073
Fredericksburg city,VA,0.4576638,0.54233617,0.68704957,0.23736316,0.007749946,0.107837975,474842,0.63442785,0.24217318,0.123398945
Gallatin,MT,0.5165921,0.48340788,0.9550107,0.004049179,0.009626948,0.02986931,1699604,0.62365705,0.23508771,0.14125526
Brooks,TX,0.4995535,0.5004465,0.97304165,0.008791108,0.005403991,0.9079474,129904,0.6539521,0.16734666,0.17870119
Brunswick,NC,0.48681903,0.513181,0.85540205,0.11265967,0.008301392,0.048939537,2057968,0.5972712,0.15571623,0.24701259
Benewah,ID,0.5074611,0.49253896,0.8673644,0.003314676,0.08873132,0.030184189,164722,0.62511384,0.15393814,0.22094803
Saunders,NE,0.5056187,0.4943813,0.97790813,0.004568347,0.003589795,0.02005499,376066,0.63756096,0.17071472,0.19172433
Fayette,OH,0.49251473,0.5074853,0.9512436,0.021974297,0.002611952,0.018399235,519152,0.63210005,0.18509415,0.1828058
Noxubee,ME,0.47959566,0.52040434,0.2733432,0.7154438,0.002426036,0.010502959,202800,0.64447236,0.1835651,0.17196253
Gove,KS,0.5031197,0.4968803,0.9811578,0.00545432,9.09E-04,0.020660304,48402,0.6261725,0.1441676,0.22965993
Habersham,GA,0.4725798,0.52742016,0.9126612,0.03598035,0.009997954,0.13221705,781760,0.6302625,0.19158182,0.1781557
Cerro Gordo,IA,0.48881423,0.51118577,0.9587259,0.013797053,0.002596014,0.041663487,785820,0.6186862,0.17189306,0.20942073
Plymouth,ME,0.4864174,0.5135826,0.86877865,0.09618153,0.003130558,0.033938948,9034812,0.62853026,0.18507501,0.18639469
Green,KY,0.49318036,0.5068196,0.9602951,0.021452999,0.003727931,0.015050898,201184,0.62024313,0.17681824,0.2029386
St. Johns,FL,0.48658136,0.5134187,0.89880025,0.05600569,0.003139516,0.057972122,3718408,0.6243161,0.17941362,0.19627029
Cheyenne,KS,0.50115347,0.4988465,0.97828954,0.001936228,0.002883744,0.05845761,48548,0.6153086,0.13751338,0.24717805
Walker,TX,0.58723104,0.41276893,0.7363306,0.22959158,0.007679691,0.17297314,1243800,0.60417753,0.2515163,0.14430615
Iron,WI,0.50120807,0.49879196,0.9733663,0.001774321,0.009513383,0.008814979,105956,0.5890464,0.14120956,0.26974404
Juneau,WI,0.5279729,0.47202715,0.9456717,0.022617951,0.015595408,0.027943518,477320,0.6135297,0.18030252,0.20616777
Polk,ME,0.5019903,0.4980097,0.9427584,0.013022254,0.015841397,0.05748093,568258,0.6330047,0.17974053,0.18725473
Milam,TX,0.49379656,0.5062034,0.8698999,0.10018397,0.011568578,0.24474362,441368,0.6402571,0.16385193,0.19589096
Jerome,ID,0.5085456,0.49145445,0.9523486,0.0057036,0.023272065,0.32561207,406410,0.6689919,0.18720996,0.14379813
Ector,TX,0.50002545,0.49997455,0.9136024,0.048351347,0.013546729,0.55795974,2633846,0.66201514,0.20774677,0.13023806
Ste. Genevieve,ME,0.50564027,0.49435973,0.9683825,0.007084989,0.003105074,0.009463081,324630,0.62516713,0.1749715,0.19986138
Lee,GA,0.5009641,0.4990359,0.7626856,0.19639814,0.003220084,0.02384019,518620,0.64957577,0.20549728,0.14492692
Adams,ME,0.5040097,0.49599028,0.44497746,0.5361013,0.004176206,0.0759452,576600,0.61922824,0.18708983,0.19368193
Barton,KS,0.4934232,0.50657684,0.9556723,0.01753412,0.008234188,0.13816984,493552,0.6367941,0.17243573,0.19077018
Saline,AR,0.49202496,0.50797504,0.9130555,0.057355903,0.005621399,0.040596683,2019426,0.6305871,0.19306526,0.17634763
Montgomery,IA,0.48610905,0.5138909,0.98001856,0.003282738,0.004211615,0.032088496,189476,0.6261532,0.15826806,0.21557875
Horry,SC,0.48617247,0.5138275,0.82632256,0.13628806,0.005981945,0.06054704,5173234,0.6101984,0.18613212,0.2036695
Dale,AL,0.4940458,0.5059542,0.75485677,0.19628695,0.008120068,0.05791172,898022,0.6323286,0.19930358,0.16836782
Manistee,ME,0.5181545,0.48184547,0.9235466,0.031415366,0.021994373,0.027068954,442204,0.6017517,0.1629361,0.23531221
Kittitas,WA,0.50502205,0.49497795,0.92349577,0.01089255,0.011677574,0.08190954,756664,0.618322,0.22091179,0.1607662
Marion,ME,0.48263076,0.5173693,0.91896665,0.050392408,0.002035278,0.014933082,518848,0.63150865,0.18584248,0.18264887
Arthur,NE,0.48704416,0.51295584,0.96880996,2.40E-04,0.004318618,0.043426104,8336,0.6497121,0.15451056,0.19577736
Hancock,ME,0.4881149,0.5118851,0.96724886,0.006204211,0.004498614,0.012228885,980302,0.6010291,0.17030261,0.2286683
Huntingdon,PA,0.5293543,0.47064573,0.9286013,0.054694626,0.001183123,0.017422631,826626,0.61225027,0.19369581,0.1940539
Rensselaer,NY,0.4937211,0.50627893,0.8789646,0.07055722,0.002983299,0.042109802,2875340,0.62076205,0.20008972,0.17914821
Sherman,TX,0.5151074,0.4848926,0.9635602,0.009683291,0.010811795,0.4173644,54940,0.65908265,0.18112487,0.1597925
Jones,IA,0.519453,0.48054698,0.9637846,0.022211177,0.002912144,0.015203661,370174,0.62017053,0.18010719,0.19972229
Abbeville,SC,0.4849422,0.5150578,0.70001197,0.28152582,0.002782829,0.011848037,452058,0.6258467,0.17384052,0.2003128
Sibley,ME,0.501795,0.498205,0.9739044,0.005064318,0.003199292,0.07838266,271310,0.6355276,0.17501013,0.18946224
Jasper,SC,0.51574135,0.48425865,0.5201347,0.4527802,0.006823232,0.14101487,471624,0.62701434,0.20589072,0.16709498
Greene,NY,0.52166885,0.47833112,0.90817684,0.06163509,0.003552349,0.052120194,873788,0.6052658,0.18364638,0.21108781
Polk,AR,0.49158722,0.5084128,0.94767016,0.004467246,0.019135246,0.060693674,368012,0.628849,0.16179907,0.20935187
Laurel,KY,0.48970428,0.51029575,0.9732683,0.007327293,0.003353832,0.013626226,1071610,0.6303235,0.19791248,0.17176399
Ness,KS,0.4997652,0.50023484,0.97099096,0.00690004,0.010295871,0.086124055,55362,0.6210397,0.1421372,0.2368231
Bourbon,KY,0.4867907,0.5132093,0.9137629,0.061986204,0.003312749,0.06738888,359822,0.62847185,0.18362135,0.1879068
Hayes,NE,0.5243573,0.47564268,0.98837894,0.003169386,0.001878155,0.036271863,17038,0.61673903,0.13604884,0.24721211
Jefferson,OR,0.5182586,0.48174146,0.7626085,0.010226001,0.18797083,0.19615465,396636,0.6349298,0.17806755,0.18700269
Flathead,MT,0.49818423,0.50181574,0.956509,0.003077416,0.012333546,0.024417507,1674782,0.6246455,0.17748639,0.19786814
Allendale,SC,0.5332751,0.46672484,0.24894826,0.73571205,0.002539832,0.027278017,178752,0.6159651,0.20268863,0.18134622
Sublette,WY,0.53795457,0.4620454,0.95997494,0.008117043,0.010225937,0.07473392,182086,0.6294388,0.19990554,0.17065562
Fountain,IN,0.49751624,0.5024837,0.9801497,0.003342246,0.00336846,0.022786254,305184,0.62913847,0.17454717,0.19631435
San Mateo,CA,0.49184433,0.50815564,0.63502306,0.030116476,0.008638429,0.25221878,13319088,0.61914283,0.20923272,0.17162444
Rockwall,TX,0.49157363,0.50842637,0.8880804,0.059795357,0.00741611,0.16426842,1513462,0.65579647,0.19754179,0.14666176
Worcester,ME,0.48668423,0.51331574,0.83072114,0.13662603,0.003384281,0.03267224,926046,0.599453,0.15994994,0.24059711
Fremont,ID,0.52339554,0.47660446,0.96562684,0.007210432,0.009426404,0.124870025,234660,0.6615827,0.1720404,0.16637689
Mahoning,OH,0.48555383,0.5144462,0.8096089,0.16020395,0.002500495,0.050625455,4236762,0.6171095,0.1769507,0.20593981
Limestone,AL,0.5039232,0.4960768,0.8257946,0.13164474,0.008249913,0.05625751,1571168,0.62891936,0.20504682,0.1660338
Providence,RI,0.4840796,0.5159204,0.80290556,0.112496234,0.011943138,0.2008506,11330690,0.6247494,0.21024828,0.1650023
Garland,AR,0.48393813,0.5160619,0.879488,0.08285144,0.006871924,0.05045539,1740706,0.6154152,0.17050035,0.2140844
Waushara,WI,0.5263602,0.47363982,0.9571396,0.02019428,0.007415515,0.05925571,438540,0.6060496,0.16496785,0.22898254
Union,IL,0.49919164,0.50080836,0.9646538,0.010255892,0.006144694,0.04910703,316696,0.6163418,0.1777288,0.20592934
